numero_processo,classe,assunto,formato,data_ajuizamento,data_ultimo_movimento,ultima_atualizacao,nome_ultimo_movimento,codigo,orgao_julgador
15007281320238260599,Ação Penal - Procedimento Ordinário,Roubo Majorado,Eletrônico,2023-03-30 14:19:00-03:00,2024-01-16 11:19:20-03:00,2024-07-20 02:54:30.792000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00028754520238260451,Restituição de Coisas Apreendidas,Roubo ,Eletrônico,2023-03-30 11:37:09-03:00,2023-04-05 06:50:13-03:00,2024-07-20 01:17:42.435000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
15029666120238260451,Inquérito Policial,Parcelamento do solo urbano,Eletrônico,2023-03-30 06:26:11-03:00,2024-06-25 07:50:56-03:00,2024-07-20 01:04:58.111000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15007255820238260599,Ação Penal - Procedimento Ordinário,Crimes do Sistema Nacional de Armas,Eletrônico,2023-03-29 12:10:55-03:00,2024-04-27 02:08:03-03:00,2024-07-20 02:51:25.596000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
15029536220238260451,Inquérito Policial,Furto Qualificado ,Eletrônico,2023-03-29 11:47:11-03:00,2024-05-16 15:53:22-03:00,2024-07-19 23:32:50.622000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
10059256220238260451,Carta Precatória Criminal,Citação,Eletrônico,2023-03-29 09:54:56-03:00,2023-03-31 11:18:50-03:00,2024-07-19 23:31:37.135000-03:00,Remessa,10065,01 CRIMINAL DE PIRACICABA
15007220620238260599,Ação Penal - Procedimento Ordinário,Crimes do Sistema Nacional de Armas,Eletrônico,2023-03-29 01:47:05-03:00,2024-06-27 13:09:16-03:00,2024-07-20 02:51:19.415000-03:00,Remessa,10065,01 CRIMINAL DE PIRACICABA
15029025120238260451,Ação Penal - Procedimento Ordinário,Receptação,Eletrônico,2023-03-28 14:23:27-03:00,2024-05-02 11:02:45-03:00,2024-07-20 02:10:57.329000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
10058598220238260451,Carta Precatória Criminal,Intimação,Eletrônico,2023-03-28 12:43:00-03:00,2023-04-05 12:34:38-03:00,2024-07-20 02:10:31.844000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15007203620238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-03-28 11:41:50-03:00,2024-05-15 10:49:05-03:00,2024-07-20 02:51:09.890000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
00002126720238260599,Comunicado de Mandado de Prisão,DIREITO PROCESSUAL PENAL,Eletrônico,2023-03-25 03:58:27-03:00,2023-04-12 11:10:02-03:00,2024-07-20 02:50:04.991000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00002074520238260599,Comunicado de Mandado de Prisão,DIREITO PROCESSUAL PENAL,Eletrônico,2023-03-24 07:19:51-03:00,2023-03-27 08:57:04-03:00,2024-07-20 02:49:41.952000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
15006510420238260599,Ação Penal - Procedimento Ordinário,Roubo ,Eletrônico,2023-03-23 14:26:36-03:00,2023-10-19 07:26:28-03:00,2024-07-20 04:26:00.181000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15028331920238260451,Termo Circunstanciado,Ameaça ,Eletrônico,2023-03-23 12:43:01-03:00,2023-09-14 07:41:13-03:00,2024-07-19 20:47:00.009000-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
15028168020238260451,Inquérito Policial,Crimes contra a Fauna,Eletrônico,2023-03-23 08:16:10-03:00,2024-05-23 13:36:20-03:00,2024-07-19 23:29:43.022000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15028159520238260451,Inquérito Policial,Furto Qualificado ,Eletrônico,2023-03-23 07:08:09-03:00,2024-07-01 11:02:11-03:00,2024-07-19 23:09:03.356000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15006484920238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-03-23 01:54:29-03:00,2024-01-08 09:07:09-03:00,2024-07-20 04:25:11.595000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
10054743720238260451,Carta Precatória Criminal,Intimação,Eletrônico,2023-03-22 14:31:25-03:00,2023-04-11 09:18:41-03:00,2024-07-19 23:07:39.911000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15027942220238260451,Inquérito Policial,Furto ,Eletrônico,2023-03-22 09:11:37-03:00,2023-07-06 09:11:02-03:00,2024-07-19 22:32:48.298000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15006424220238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-03-21 22:21:05-03:00,2024-06-03 13:33:16-03:00,2024-07-20 04:24:48.397000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15027344920238260451,Inquérito Policial,Estelionato,Eletrônico,2023-03-21 15:02:04-03:00,2024-06-21 08:31:05-03:00,2024-07-20 02:43:09.008000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00024172820238260451,Restituição de Coisas Apreendidas,Estelionato,Eletrônico,2023-03-21 13:41:27-03:00,2023-04-19 11:22:40-03:00,2024-07-20 01:14:18.264000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
15108395420238260050,Inquérito Policial,Estelionato,Eletrônico,2023-03-21 12:38:59-03:00,2024-05-16 15:56:33-03:00,2024-05-28 05:56:19.743000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
10052137220238260451,Carta Precatória Criminal,Intimação,Eletrônico,2023-03-21 04:34:40-03:00,2023-03-31 11:33:11-03:00,2024-07-19 22:18:37.527000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00023454120238260451,Carta Precatória Criminal,Intimação,Eletrônico,2023-03-20 10:23:20-03:00,2023-03-24 10:06:54-03:00,2024-07-19 22:30:06.134000-03:00,Remessa,10065,01 CRIMINAL DE PIRACICABA
00023705420238260451,Restituição de Coisas Apreendidas,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-03-20 07:41:06-03:00,2023-06-23 00:21:54-03:00,2024-07-20 01:47:41.140000-03:00,Publicação,10065,01 CRIMINAL DE PIRACICABA
15006242120238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-03-17 22:53:43-03:00,2024-03-26 06:30:52-03:00,2024-07-20 04:23:41.307000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15006233620238260599,Ação Penal - Procedimento Ordinário,Receptação,Eletrônico,2023-03-17 21:39:27-03:00,2024-06-21 12:47:59-03:00,2024-07-20 04:23:40.219000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15006181420238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-03-17 14:57:55-03:00,2024-02-21 13:18:28-03:00,2024-07-20 04:23:17.618000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00077099120238260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-03-17 14:57:55-03:00,2024-06-19 07:16:15-03:00,2024-07-19 23:40:48.143000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15027015920238260451,Inquérito Policial,Estelionato,Eletrônico,2023-03-17 12:57:28-03:00,2023-08-15 06:57:37-03:00,2024-07-19 21:31:30.296000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15026972220238260451,Inquérito Policial,Estelionato,Eletrônico,2023-03-17 12:25:35-03:00,2024-05-15 12:31:58-03:00,2024-07-19 21:29:40.405000-03:00,Petição,10065,01 CRIMINAL DE PIRACICABA
00001831720238260599,Comunicado de Mandado de Prisão,DIREITO PROCESSUAL PENAL,Eletrônico,2023-03-17 05:20:31-03:00,2023-03-20 08:56:29-03:00,2024-07-20 04:08:32.390000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
10048958920238260451,Carta Precatória Criminal,Intimação,Eletrônico,2023-03-16 13:29:19-03:00,2023-03-28 10:31:27-03:00,2024-07-19 20:44:48.102000-03:00,Remessa,10065,01 CRIMINAL DE PIRACICABA
15006103720238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-03-16 11:39:43-03:00,2023-10-26 07:05:57-03:00,2024-07-20 04:08:14.139000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
15006017520238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-03-15 14:46:44-03:00,2023-11-09 12:43:55-03:00,2024-07-20 04:07:17.976000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00001789220238260599,Comunicado de Mandado de Prisão,DIREITO PROCESSUAL PENAL,Eletrônico,2023-03-15 02:47:32-03:00,2024-04-16 11:56:27-03:00,2024-07-20 04:06:26.185000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15005965320238260599,Auto de Prisão em Flagrante,Falsificação de documento público,Eletrônico,2023-03-14 17:23:34-03:00,2023-06-15 13:18:43-03:00,2024-07-20 04:06:19.510000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
15005956820238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-03-14 15:50:38-03:00,2023-07-06 13:00:47-03:00,2024-07-20 04:06:12.793000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
10046585520238260451,Carta Precatória Criminal,Intimação,Eletrônico,2023-03-14 11:22:41-03:00,2023-03-24 10:37:16-03:00,2024-07-19 22:44:22.929000-03:00,Remessa,10065,01 CRIMINAL DE PIRACICABA
15025258020238260451,Inquérito Policial,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-03-13 07:57:51-03:00,2024-01-18 06:05:06-03:00,2024-07-20 01:10:50.146000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15025170620238260451,Inquérito Policial,Furto ,Eletrônico,2023-03-10 12:41:51-03:00,2023-07-11 08:50:46-03:00,2024-07-19 23:12:46.927000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00020483420238260451,Restituição de Coisas Apreendidas,Receptação,Eletrônico,2023-03-09 17:09:23-03:00,2023-05-17 02:15:25-03:00,2024-07-20 01:11:01.954000-03:00,Publicação,10065,01 CRIMINAL DE PIRACICABA
15024971520238260451,Inquérito Policial,Crimes de Trânsito,Eletrônico,2023-03-09 14:27:11-03:00,2024-07-02 12:36:39-03:00,2024-07-19 22:30:17.707000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00019400520238260451,Carta Precatória Criminal,Citação,Eletrônico,2023-03-09 13:07:41-03:00,2023-07-17 12:34:03-03:00,2024-07-19 22:29:19.006000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15024902320238260451,Inquérito Policial,Apropriação indébita,Eletrônico,2023-03-09 12:08:41-03:00,2023-07-11 08:53:20-03:00,2024-07-19 22:27:50.142000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00019358020238260451,Incidente de Sanidade Mental,Furto Qualificado ,Eletrônico,2023-03-09 11:24:04-03:00,2024-07-05 18:15:29-03:00,2024-07-19 22:07:34.366000-03:00,Petição,10065,01 CRIMINAL DE PIRACICABA
15024841620238260451,Inquérito Policial,Crimes de Trânsito,Eletrônico,2023-03-09 07:53:52-03:00,2023-12-11 13:26:56-03:00,2024-07-19 23:36:04.583000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
10042280620238260451,Carta Precatória Criminal,Citação,Eletrônico,2023-03-08 06:43:31-03:00,2023-03-15 12:11:04-03:00,2024-07-19 22:07:47.227000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15005359520238260599,Ação Penal - Procedimento Ordinário,Receptação,Eletrônico,2023-03-04 14:54:13-03:00,2024-07-05 10:28:25-03:00,2024-07-20 03:52:53.079000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
10039657120238260451,Carta Precatória Criminal,Intimação,Eletrônico,2023-03-03 15:33:31-03:00,2023-04-05 07:11:20-03:00,2024-07-20 03:31:35.499000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15005255120238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-03-02 23:05:26-03:00,2024-07-05 11:09:00-03:00,2024-07-20 03:52:02.882000-03:00,Conclusão,10065,01 CRIMINAL DE PIRACICABA
15005185920238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-03-01 14:37:08-03:00,2023-07-06 13:06:18-03:00,2024-07-20 03:51:29.915000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15012405220238260451,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,Eletrônico,2023-03-01 08:59:05-03:00,2024-06-24 08:04:00-03:00,2024-07-19 22:43:16.192000-03:00,de Instrução e Julgamento,10065,01 CRIMINAL DE PIRACICABA
15012396720238260451,Inquérito Policial,Furto ,Eletrônico,2023-03-01 08:15:35-03:00,2023-05-09 09:11:11-03:00,2024-07-19 22:43:07.014000-03:00,Petição,10065,01 CRIMINAL DE PIRACICABA
15012275320238260451,Inquérito Policial,Estelionato,Eletrônico,2023-02-28 08:51:46-03:00,2023-11-29 08:32:42-03:00,2024-07-19 22:18:14.223000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15005099720238260599,Auto de Prisão em Flagrante,Receptação,Eletrônico,2023-02-27 18:37:49-03:00,2024-07-03 15:38:48-03:00,2024-07-20 03:51:01.912000-03:00,Petição,10065,01 CRIMINAL DE PIRACICABA
15012189120238260451,Inquérito Policial,Crimes de Trânsito,Eletrônico,2023-02-27 16:40:45-03:00,2023-09-05 11:57:04-03:00,2024-07-19 23:15:31.162000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15012162420238260451,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2023-02-27 15:13:05-03:00,2024-05-23 22:04:26-03:00,2024-07-19 23:15:03.231000-03:00,Publicação,10065,01 CRIMINAL DE PIRACICABA
15012015520238260451,Inquérito Policial,Crimes contra a Flora,Eletrônico,2023-02-27 07:56:28-03:00,2024-06-25 15:05:43-03:00,2024-07-19 21:47:16.085000-03:00,Petição,10065,01 CRIMINAL DE PIRACICABA
15011824920238260451,Inquérito Policial,Inserção de dados falsos em sistema de informações ,Eletrônico,2023-02-24 12:45:18-03:00,2024-06-06 10:01:49-03:00,2024-07-19 23:56:40.376000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15011747220238260451,Inquérito Policial,Furto Qualificado ,Eletrônico,2023-02-24 11:07:57-03:00,2024-04-08 09:41:00-03:00,2024-07-19 23:55:30.278000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15011512920238260451,Ação Penal - Procedimento Ordinário,Receptação,Eletrônico,2023-02-23 14:36:04-03:00,2024-06-03 15:22:03-03:00,2024-07-19 22:38:48.800000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
10032988520238260451,Carta Precatória Criminal,Citação,Eletrônico,2023-02-23 14:06:58-03:00,2023-03-20 09:31:37-03:00,2024-07-19 22:38:45.482000-03:00,Remessa,10065,01 CRIMINAL DE PIRACICABA
15011443720238260451,Ação Penal - Procedimento Ordinário,Receptação,Eletrônico,2023-02-23 12:30:05-03:00,2024-06-24 07:58:33-03:00,2024-07-19 22:36:03.327000-03:00,de Instrução e Julgamento,10065,01 CRIMINAL DE PIRACICABA
15011183920238260451,Ação Penal - Procedimento Ordinário,Furto ,Eletrônico,2023-02-23 10:51:12-03:00,2024-06-27 16:37:39-03:00,2024-07-20 00:39:46.345000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15011140220238260451,Inquérito Policial,Estelionato,Eletrônico,2023-02-23 08:28:59-03:00,2024-07-05 19:29:05-03:00,2024-07-19 22:21:24.056000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15008386820238260451,Inquérito Policial,Falsidade ideológica ,Eletrônico,2023-02-19 21:08:18-03:00,2024-05-17 08:41:32-03:00,2024-07-20 04:26:05.727000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15004310620238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-02-17 14:27:01-03:00,2024-01-10 13:33:33-03:00,2024-07-20 02:45:27.506000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15004215920238260599,Ação Penal - Procedimento Ordinário,Estelionato,Eletrônico,2023-02-16 16:29:24-03:00,2024-05-13 07:49:38-03:00,2024-07-20 02:45:00.309000-03:00,Conclusão,10065,01 CRIMINAL DE PIRACICABA
00012220820238260451,Restituição de Coisas Apreendidas,Crimes contra a Fauna,Eletrônico,2023-02-16 08:52:49-03:00,2023-07-05 07:57:00-03:00,2024-07-20 01:57:58.818000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
15008057820238260451,Ação Penal - Procedimento Sumaríssimo,Desacato ,Eletrônico,2023-02-16 08:14:22-03:00,2024-04-26 22:25:34-03:00,2024-07-20 01:57:40.007000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
15007901220238260451,Inquérito Policial,Furto ,Eletrônico,2023-02-16 06:40:04-03:00,2024-06-12 13:12:16-03:00,2024-07-19 22:46:18.222000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
15007892720238260451,Inquérito Policial,"Crimes de &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores",Eletrônico,2023-02-16 06:30:50-03:00,2024-02-23 19:10:07-03:00,2024-07-19 22:46:09.043000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15007858720238260451,Inquérito Policial,Roubo ,Eletrônico,2023-02-16 05:21:28-03:00,2024-07-05 01:50:27-03:00,2024-07-19 22:45:56.725000-03:00,Publicação,10065,01 CRIMINAL DE PIRACICABA
15007840520238260451,Inquérito Policial,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-02-16 05:21:28-03:00,2024-06-25 09:39:21-03:00,2024-07-19 22:45:56.370000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15006974920238260451,Inquérito Policial,Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios,Eletrônico,2023-02-14 11:32:34-03:00,2024-05-16 15:55:21-03:00,2024-07-20 01:51:30.608000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15006463820238260451,Inquérito Policial,Crimes de Trânsito,Eletrônico,2023-02-14 06:25:31-03:00,2023-07-11 08:59:30-03:00,2024-07-20 01:49:11.101000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15003618620238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-02-13 15:08:08-03:00,2023-10-16 11:06:49-03:00,2024-07-20 02:38:06.430000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00011164620238260451,Restituição de Coisas Apreendidas,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-02-13 13:31:57-03:00,2023-04-04 23:48:54-03:00,2024-07-20 01:50:36.786000-03:00,Publicação,10065,01 CRIMINAL DE PIRACICABA
00010705720238260451,Carta Precatória Criminal,Citação,Eletrônico,2023-02-13 12:26:34-03:00,2023-12-18 13:38:16-03:00,2024-07-19 20:51:12.492000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15003531220238260599,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2023-02-12 12:42:30-03:00,2024-07-04 13:28:46-03:00,2024-07-20 02:37:39.944000-03:00,Petição,10065,01 CRIMINAL DE PIRACICABA
00001165220238260599,Comunicado de Mandado de Prisão,DIREITO PROCESSUAL PENAL,Eletrônico,2023-02-12 03:57:27-03:00,2023-02-14 06:59:24-03:00,2024-07-20 02:37:39.610000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
15003497220238260599,Ação Penal - Procedimento Ordinário,Crimes do Sistema Nacional de Armas,Eletrônico,2023-02-11 20:46:13-03:00,2024-04-27 02:07:47-03:00,2024-07-20 02:37:31.333000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
15003358820238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-02-10 15:58:57-03:00,2024-07-05 09:52:17-03:00,2024-07-20 02:36:42.337000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15003332120238260599,Ação Penal - Procedimento Ordinário,Furto ,Eletrônico,2023-02-10 14:40:41-03:00,2024-05-15 10:55:25-03:00,2024-07-20 02:36:29.452000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
15003323620238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-02-10 14:19:09-03:00,2023-11-24 00:47:41-03:00,2024-07-20 02:36:25.238000-03:00,Publicação,10065,01 CRIMINAL DE PIRACICABA
10024552320238260451,Carta Precatória Criminal,Citação,Eletrônico,2023-02-10 10:49:00-03:00,2023-10-25 07:28:04-03:00,2024-07-19 21:40:30.427000-03:00,Mandado,10065,01 CRIMINAL DE PIRACICABA
15003237420238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-02-09 17:40:14-03:00,2023-12-15 12:58:56-03:00,2024-07-20 02:36:01.409000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00009813420238260451,Carta Precatória Criminal,Citação,Eletrônico,2023-02-09 13:57:32-03:00,2023-02-23 11:56:22-03:00,2024-07-20 00:18:15.711000-03:00,Remessa,10065,01 CRIMINAL DE PIRACICABA
15003168220238260599,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2023-02-09 07:13:27-03:00,2023-07-25 11:27:25-03:00,2024-07-20 02:35:11.907000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00001026820238260599,Comunicado de Mandado de Prisão,DIREITO PROCESSUAL PENAL,Eletrônico,2023-02-09 03:26:31-03:00,2023-02-10 08:45:27-03:00,2024-07-20 02:35:03.520000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
15005692920238260451,Ação Penal - Procedimento Sumário,Furto Qualificado ,Eletrônico,2023-02-08 10:34:14-03:00,2024-07-05 07:06:39-03:00,2024-07-20 01:44:44.891000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15005667420238260451,Inquérito Policial,Crimes contra a Fauna,Eletrônico,2023-02-08 08:39:33-03:00,2024-06-05 19:43:17-03:00,2024-07-20 01:43:48.315000-03:00,Publicação,10065,01 CRIMINAL DE PIRACICABA
15005632220238260451,Termo Circunstanciado,Contravenções Penais,Eletrônico,2023-02-08 08:06:17-03:00,2024-07-05 12:08:36-03:00,2024-07-20 01:43:41.011000-03:00,Petição,10065,01 CRIMINAL DE PIRACICABA
15005615220238260451,Inquérito Policial,Abandono de incapaz,Eletrônico,2023-02-08 08:02:56-03:00,2024-06-25 09:27:22-03:00,2024-07-20 01:43:34.390000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15003107520238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-02-07 14:14:01-03:00,2023-10-04 13:34:32-03:00,2024-07-20 02:34:53.626000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15005459820238260451,Inquérito Policial,Falsificação de documento particular ,Eletrônico,2023-02-07 11:18:43-03:00,2024-05-09 14:53:08-03:00,2024-07-19 22:15:40.421000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15005441620238260451,Inquérito Policial,Apropriação indébita,Eletrônico,2023-02-07 11:17:31-03:00,2024-06-25 09:39:14-03:00,2024-07-19 22:15:39.516000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00008990320238260451,Carta Precatória Criminal,Citação,Eletrônico,2023-02-07 11:11:14-03:00,2023-04-24 10:47:32-03:00,2024-07-19 22:15:33.704000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15005225520238260451,Inquérito Policial,Estelionato,Eletrônico,2023-02-06 07:44:36-03:00,2024-06-24 10:38:52-03:00,2024-07-19 21:20:48.933000-03:00,Mandado,10065,01 CRIMINAL DE PIRACICABA
00007942620238260451,Avaliação para atestar dependência de drogas,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-02-06 05:45:36-03:00,2023-09-26 07:47:15-03:00,2024-07-19 21:20:09.830000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15002933920238260599,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2023-02-05 12:22:17-03:00,2023-05-23 11:20:15-03:00,2024-07-20 02:34:14.708000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15002839220238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-02-04 16:47:10-03:00,2024-05-23 17:26:45-03:00,2024-07-20 02:33:16.583000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15002691120238260599,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2023-02-03 14:48:08-03:00,2024-01-12 13:56:47-03:00,2024-07-20 02:30:40.331000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15005060420238260451,Inquérito Policial,Crimes contra a Ordem Econômica,Eletrônico,2023-02-03 08:55:43-03:00,2024-06-17 09:27:43-03:00,2024-07-19 21:58:24.495000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15004844320238260451,Inquérito Policial,Estelionato,Eletrônico,2023-02-02 11:39:51-03:00,2024-04-18 14:16:46-03:00,2024-07-19 23:38:01.200000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15004731420238260451,Inquérito Policial,Estelionato,Eletrônico,2023-02-02 08:24:31-03:00,2024-04-18 14:45:49-03:00,2024-07-19 23:35:54.673000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15004628220238260451,Inquérito Policial,Estelionato,Eletrônico,2023-02-01 13:06:33-03:00,2024-06-26 08:20:38-03:00,2024-07-19 23:01:28.748000-03:00,Mero expediente,10065,01 CRIMINAL DE PIRACICABA
15002483520238260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2023-01-31 22:34:36-03:00,2024-02-14 13:07:01-03:00,2024-07-20 02:29:08.844000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
15004576020238260451,Ação Penal - Procedimento Ordinário,Receptação,Eletrônico,2023-01-31 14:25:24-03:00,2024-07-04 08:03:03-03:00,2024-07-19 21:24:51.931000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
15004523820238260451,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2023-01-31 13:44:45-03:00,2024-07-04 09:29:42-03:00,2024-07-19 21:24:08.291000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
10016559220238260451,Carta Precatória Criminal,Citação,Eletrônico,2023-01-31 12:36:06-03:00,2023-02-14 05:58:41-03:00,2024-07-19 21:22:42.587000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
